dim_Order_ID,dim_Order_Date,dim_Order_Quantity,dim_Sales,dim_Discount,dim_Ship_Mode,dim_Customer_Name,dim_Region,dim_Product_Category,dim_Product_Sub_Category,dim_Product_Name,dim_Age,dim_Gender,dim_Store_type,dim_Payment_Mode,last_purchase_date,m_days_since_last_purchase,m_avg_basket_size,dim_Income,m_Total_spending,dim_Season,m_prefered_category,m_cross_channel_shopping,dim_campaign_name,m_cost,m_loyality_points,m_satisfaction_score,dim_repeat_customer
91,17-09-2016,44,10087.6,0.01,Regular Air,Grant Carroll,Northwest Territories,Furniture,Chairs & Chairmats,"Lifetime Advantageª Folding Chairs, 4/Carton",18,Male,Flagship store, E-wallet,16-10-2015,28,337,69447,88417.0025,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,88,9.6,1
92,17-09-2016,34,1608.08,0.09,Express Air,Grant Carroll,Northwest Territories,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,18,Male,e-Shop,Credit Card,18-03-2016,28,183,69447,88417.0025,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,88,9.6,1
93,31-01-2015,1,12.18,0.06,Regular Air,Delfina Latchford,Northwest Territories,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",70,Female,e-Shop,Credit Card,09-12-2014,26,53,92452,3541.758,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,4,8.3,0
94,31-01-2015,50,820.52,0.01,Regular Air,Don Jones,Northwest Territories,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",27,Female,e-Shop,Debit Card,10-01-2014,20,386,73288,8399.321,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,8,8.3,1
95,31-01-2015,29,6250.936,0.01,Delivery Truck,Doug Bickford,Northwest Territories,Furniture,Tables,Bevis Boat-Shaped Conference Table,47,Female,Flagship store, E-wallet,03-10-2014,25,120,63498,41159.648,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,41,9.6,0
96,06-11-2017,25,854.88,0.09,Regular Air,Doug Bickford,Northwest Territories,Furniture,Office Furnishings,"Linden¨ 12"" Wall Clock With Oak Frame",47,Female,TeleShop, E-wallet,16-02-2017,25,263,63498,41159.648,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,41,9.6,1
97,09-11-2017,46,80.27,0.09,Regular Air,Doug Bickford,Northwest Territories,Office Supplies,Pens & Art Supplies,Newell 326,47,Female,TeleShop,Debit Card,12-12-2016,25,332,63498,41159.648,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,41,9.6,1
98,17-06-2017,15,308.54,0,Express Air,Jamie Kunitz,Northwest Territories,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,23,Female,Off_Store, E-wallet,20-02-2017,17,117,70201,27842.06,Rainy,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,28,8.8,0
99,06-09-2016,20,400.57,0.05,Regular Air,Anthony Johnson,Northwest Territories,Office Supplies,Paper,Xerox Blank Computer Paper,21,Male,Off_Store,Debit Card,23-03-2014,22,898,95967,11276.62,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,11,9.2,0
100,29-08-2016,14,1170.025,0.04,Regular Air,Ralph Knight,Northwest Territories,Technology,Telephones and Communication,600 Series Flip,46,Female,e-Shop,Debit Card,10-03-2014,21,903,86201,10174.915,Summer,Technology,Yes,Limited-Time Offer Campaign,335.3664671,10,8.6,1
101,29-08-2016,48,5188.86,0.1,Regular Air,Allen Rosenblatt,Northwest Territories,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,28,Female,e-Shop,Debit Card,15-02-2015,23,561,78348,6367.8085,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,6,8.3,1
102,29-08-2016,8,339.81,0.05,Regular Air,Barry Weirich,Northwest Territories,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,34,Female,e-Shop, E-wallet,19-03-2016,19,163,73098,40124.99,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,40,8.9,1
103,01-12-2016,15,1519.9,0.09,Regular Air,Doug Bickford,Northwest Territories,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,47,Female,TeleShop, Cash,27-07-2014,25,858,63498,41159.648,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,41,9.6,1
104,13-11-2015,30,102.24,0.09,Regular Air,Carl Jackson,Northwest Territories,Office Supplies,Labels,Avery 487,43,Male,Flagship store,Debit Card,06-11-2015,25,7,88178,14451.4165,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,14,8.8,1
105,13-11-2015,6,965.69,0,Delivery Truck,Brendan Dodson,Northwest Territories,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,48,Male,Flagship store, E-wallet,16-01-2014,21,666,85482,17576.67,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,18,8.8,0
106,13-11-2015,25,397.84,0,Regular Air,Edward Hooks,Northwest Territories,Office Supplies,Binders and Binder Accessories,"GBC Twin Loopª Wire Binding Elements, 9/16"" Spine, Black",64,Female,Off_Store,Debit Card,03-09-2014,38,436,75860,34532.76,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,35,8.6,1
107,23-11-2017,4,73.07,0.08,Regular Air,Jamie Kunitz,Northwest Territories,Office Supplies,Storage & Organization,Hanging Personal Folder File,23,Female,TeleShop,Debit Card,23-11-2017,17,0,70201,27842.06,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,28,8.8,1
108,23-11-2017,26,4679.1,0.05,Delivery Truck,Jamie Kunitz,Northwest Territories,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",23,Female,TeleShop,Debit Card,29-09-2016,17,420,70201,27842.06,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,28,8.8,1
109,23-11-2017,46,8009.5925,0.02,Regular Air,Michelle Lonsdale,Northwest Territories,Technology,Telephones and Communication,5125,63,Female,Flagship store,Credit Card,13-01-2017,21,314,98233,34524.2525,Summer,Furniture,Yes,Product Launch Campaign,54.60111891,35,9.3,1
110,15-10-2015,23,4689.66,0.01,Regular Air,Michelle Lonsdale,Northwest Territories,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,63,Female,Off_Store, Cash,04-10-2015,21,11,98233,34524.2525,Winter,Furniture,Yes,Product Launch Campaign,54.60111891,35,9.3,1
111,25-12-2017,25,3019.41,0.04,Regular Air,Brendan Dodson,Northwest Territories,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,48,Male,e-Shop, Cash,28-08-2017,21,119,85482,17576.67,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,18,8.8,1
112,03-11-2016,5,36.86,0.07,Regular Air,Hunter Glantz,Northwest Territories,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,53,Female,TeleShop, E-wallet,19-09-2016,21,45,89062,6445.83,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,6,7.5,0
113,03-11-2016,12,22079.47,0.06,Regular Air,Sylvia Foulston,Northwest Territories,Technology,Office Machines,Polycom ViewStationª Adapter H323 Videoconferencing Unit,53,Male,Flagship store,Credit Card,13-06-2016,30,143,70157,88875.7575,Rainy,Furniture,Yes,Limited-Time Offer Campaign,335.3664671,89,9.6,1
114,25-08-2014,24,5407.31,0.04,Delivery Truck,Eugene Barchas,Northwest Territories,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,36,Male,e-Shop,Debit Card,08-04-2014,31,139,97694,22686.213,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,23,9,1
115,25-08-2014,34,74.3,0.08,Regular Air,Jim Radford,Northwest Territories,Furniture,Office Furnishings,Eldon¨ Wave Desk Accessories,35,Female,e-Shop,Debit Card,05-02-2014,23,201,71494,35978.139,Spring,Technology,Yes,Cause Marketing Campaign,247.486618,36,9,1
116,25-08-2014,44,21506.77,0.06,Regular Air,Carlos Soltero,Northwest Territories,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,48,Female,Flagship store, E-wallet,13-02-2014,28,193,87625,55575.088,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,56,9.7,1
117,25-08-2014,28,669.02,0.02,Delivery Truck,Carlos Soltero,Northwest Territories,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",48,Female,Off_Store,Credit Card,05-01-2014,28,232,87625,55575.088,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,56,9.7,1
118,02-03-2015,40,1143.49,0.08,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48,Female,e-Shop,Credit Card,03-10-2014,28,150,87625,55575.088,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,56,9.7,1
119,05-04-2015,46,78.08,0.01,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,Pens & Art Supplies,Newell 323,48,Female,Off_Store, Cash,28-06-2014,28,281,87625,55575.088,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,56,9.7,1
120,12-06-2016,19,5297.47,0.02,Delivery Truck,Jim Radford,Northwest Territories,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,35,Female,Off_Store,Credit Card,16-03-2016,23,88,71494,35978.139,Spring,Technology,Yes,Partnership Campaign,42.64504226,36,9,1
121,12-06-2016,20,95.3,0,Regular Air,Jim Radford,Northwest Territories,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,35,Female,TeleShop,Debit Card,22-10-2014,23,599,71494,35978.139,Spring,Technology,Yes,Product Launch Campaign,54.60111891,36,9,1
122,12-06-2016,40,460.68,0.01,Regular Air,Grant Carroll,Northwest Territories,Office Supplies,Storage & Organization,Crate-A-Filesª,18,Male,Flagship store,Credit Card,01-04-2015,28,438,69447,88417.0025,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,88,9.6,1
123,12-06-2016,49,318.7585,0.1,Regular Air,Grant Carroll,Northwest Territories,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,18,Male,e-Shop, Cash,25-06-2014,28,718,69447,88417.0025,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,88,9.6,1
124,12-06-2016,47,1020.61,0.04,Regular Air,Skye Norling,Northwest Territories,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,63,Female,TeleShop,Credit Card,09-02-2014,34,854,73022,11710.83,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,12,8.9,1
125,26-12-2014,44,268.34,0.09,Regular Air,Doug Bickford,Northwest Territories,Office Supplies,Paper,Xerox 224,47,Female,Flagship store, Cash,30-05-2014,25,210,63498,41159.648,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,41,9.6,1
126,20-09-2014,6,209,0.08,Regular Air,Grant Carroll,Northwest Territories,Office Supplies,Paper,Xerox 1906,18,Male,e-Shop, E-wallet,14-06-2014,28,98,69447,88417.0025,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,88,9.6,1
127,05-11-2017,30,501.32,0.04,Regular Air,Muhammed MacIntyre,Northwest Territories,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25,Female,e-Shop,Debit Card,27-11-2015,25,709,72895,8796.42,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,9,9.2,1
128,05-11-2017,23,275.16,0.05,Express Air,Muhammed MacIntyre,Northwest Territories,Office Supplies,Paper,Xerox 188,25,Female,TeleShop, Cash,20-12-2014,25,1051,72895,8796.42,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,9,9.2,1
129,06-11-2016,37,1302.99,0.02,Regular Air,Muhammed MacIntyre,Northwest Territories,Office Supplies,Paper,Xerox 1932,25,Female,TeleShop,Credit Card,19-05-2015,25,537,72895,8796.42,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,9,9.2,1
130,06-11-2016,1,40.1,0.09,Regular Air,Doug Bickford,Northwest Territories,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,47,Female,e-Shop,Debit Card,27-03-2014,25,955,63498,41159.648,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,41,9.6,1
131,02-02-2017,42,1414.05,0.09,Regular Air,Doug Bickford,Northwest Territories,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,47,Female,e-Shop,Credit Card,04-09-2015,25,517,63498,41159.648,Spring,Office Supplies,Yes,Cause Marketing Campaign,247.486618,41,9.6,1
132,02-02-2017,34,5350.61,0.09,Delivery Truck,Beth Thompson,Northwest Territories,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",64,Male,TeleShop,Debit Card,02-02-2014,23,1096,98028,27214.947,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,27,9.5,1
133,02-02-2017,15,310.87,0.07,Regular Air,Ralph Knight,Northwest Territories,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",46,Female,Flagship store, E-wallet,07-03-2015,21,698,86201,10174.915,Summer,Technology,Yes,Email Newsletter Promotion,364.2303981,10,8.6,1
134,13-10-2016,48,9062.73,0.09,Regular Air,Carl Jackson,Northwest Territories,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,43,Male,TeleShop,Credit Card,31-08-2015,25,409,88178,14451.4165,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,14,8.8,1
135,13-10-2016,27,1584.1,0.07,Delivery Truck,Carl Jackson,Northwest Territories,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,43,Male,Flagship store, E-wallet,18-08-2014,25,787,88178,14451.4165,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,14,8.8,1
136,13-10-2016,42,283.58,0.03,Regular Air,Dorothy Badders,Northwest Territories,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,46,Female,Flagship store,Debit Card,11-06-2016,34,124,86725,17521.09,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,18,8.8,1
137,13-10-2016,39,5403.37,0.06,Delivery Truck,Dorothy Badders,Northwest Territories,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,46,Female,Off_Store, E-wallet,02-06-2015,34,499,86725,17521.09,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,18,8.8,1
138,13-10-2016,35,82.15,0.03,Regular Air,Dorothy Badders,Northwest Territories,Office Supplies,Pens & Art Supplies,Newell 327,46,Female,Flagship store, Cash,14-06-2015,34,487,86725,17521.09,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,18,8.8,1
139,13-10-2016,50,2066.16,0.02,Regular Air,Delfina Latchford,Northwest Territories,Office Supplies,Paper,Xerox 1893,70,Female,e-Shop, E-wallet,08-03-2016,26,219,92452,3541.758,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,4,8.3,1
140,13-10-2016,18,4605.36,0.02,Delivery Truck,Julia West,Northwest Territories,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",69,Male,e-Shop, E-wallet,22-08-2014,28,783,93996,44021.42,Winter,Furniture,Yes,Partnership Campaign,42.64504226,44,9,1
141,05-09-2016,42,1753.51,0.02,Regular Air,Julia West,Northwest Territories,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,69,Male,e-Shop,Credit Card,21-11-2014,28,654,93996,44021.42,Rainy,Furniture,Yes,Interactive Campaign,434.782767,44,9,1
142,18-09-2017,31,426.34,0,Regular Air,Brad Eason,Northwest Territories,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",32,Male,Off_Store,Credit Card,15-10-2016,30,338,96643,7703.36,Summer,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,8,9.1,1
143,18-09-2017,36,1837.44,0.01,Delivery Truck,Thomas Seio,Northwest Territories,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,47,Female,TeleShop, E-wallet,31-07-2017,28,49,63006,12864.07,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,13,8.6,0
144,18-09-2017,36,3722.29,0.04,Express Air,Thomas Seio,Northwest Territories,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",47,Female,Off_Store,Credit Card,10-04-2015,28,892,63006,12864.07,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,13,8.6,1
145,22-12-2017,4,28.05,0.09,Regular Air,Thomas Seio,Northwest Territories,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",47,Female,TeleShop,Debit Card,17-10-2014,28,1162,63006,12864.07,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,13,8.6,1
146,07-09-2015,32,311.44,0.04,Regular Air,Monica Federle,Northwest Territories,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",49,Male,Off_Store, E-wallet,28-10-2014,28,314,84087,6626.16,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,7,9.1,1
147,22-10-2014,17,215.65,0.01,Express Air,Monica Federle,Northwest Territories,Furniture,Office Furnishings,Aluminum Document Frame,49,Male,Off_Store,Debit Card,27-02-2014,28,237,84087,6626.16,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,7,9.1,1
148,05-12-2016,3,121.12,0.1,Regular Air,Michelle Lonsdale,Northwest Territories,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",63,Female,e-Shop, Cash,03-08-2015,21,490,98233,34524.2525,Summer,Furniture,Yes,Product Launch Campaign,54.60111891,35,9.3,1
149,05-12-2016,8,300.2,0,Regular Air,Frank Price,Northwest Territories,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",30,Female,e-Shop, E-wallet,28-03-2015,21,618,93871,8811.6155,Spring,Technology,Yes,Loyalty Program Campaign,562.9303721,9,8.3,1
150,05-12-2016,29,1364.8025,0.07,Regular Air,Frank Price,Northwest Territories,Technology,Telephones and Communication,Accessory36,30,Female,TeleShop,Credit Card,25-06-2016,21,163,93871,8811.6155,Summer,Technology,Yes,Email Newsletter Promotion,364.2303981,9,8.3,1
151,05-12-2016,19,128.21,0.05,Regular Air,Bryan Davis,Northwest Territories,Office Supplies,Paper,Xerox 20,53,Male,e-Shop, E-wallet,11-11-2014,25,755,61442,2354.7,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,2,6.7,1
152,13-03-2016,9,252.79,0.09,Regular Air,Don Jones,Northwest Territories,Office Supplies,Binders and Binder Accessories,Surelockª Post Binders,27,Female,e-Shop,Credit Card,06-04-2014,20,707,73288,8399.321,Rainy,Office Supplies,Yes,Content Marketing Campaign,24.21545054,8,8.3,1
153,13-03-2016,10,50.97,0.09,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,Pens & Art Supplies,Colorific¨ Watercolor Pencils,48,Female,TeleShop, E-wallet,16-12-2015,28,88,87625,55575.088,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,56,9.7,1
154,31-05-2015,1,4.99,0.04,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",48,Female,TeleShop, Cash,05-04-2015,28,56,87625,55575.088,Winter,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,56,9.7,1
155,31-05-2015,30,10554.63,0.09,Delivery Truck,Nicole Hansen,Northwest Territories,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,80,Female,Flagship store,Credit Card,07-03-2014,26,450,75357,20471.19,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,20,9.2,1
156,31-05-2015,8,1749.64,0.04,Delivery Truck,Nicole Hansen,Northwest Territories,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,80,Female,e-Shop, Cash,02-09-2014,26,271,75357,20471.19,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,20,9.2,1
157,28-05-2015,47,1943.72,0.03,Regular Air,Beth Thompson,Northwest Territories,Furniture,Office Furnishings,Eldon Econocleat¨ Chair Mats for Low Pile Carpets,64,Male,e-Shop, E-wallet,02-05-2015,23,26,98028,27214.947,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,27,9.5,1
158,01-03-2014,6,18.37,0.01,Regular Air,Beth Thompson,Northwest Territories,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,64,Male,TeleShop, Cash,14-01-2014,23,46,98028,27214.947,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,27,9.5,1
159,20-11-2016,49,6175.777,0.07,Express Air,Beth Thompson,Northwest Territories,Technology,Telephones and Communication,T39m,64,Male,TeleShop, E-wallet,14-04-2016,23,220,98028,27214.947,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,27,9.5,1
160,20-11-2016,6,157.97,0.01,Regular Air,Nicole Hansen,Northwest Territories,Office Supplies,Paper,Xerox 1982,80,Female,Off_Store,Credit Card,13-07-2015,26,496,75357,20471.19,Winter,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,20,9.2,1
161,11-05-2016,25,144.84,0.09,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,Paper,Xerox 1924,48,Female,e-Shop, E-wallet,06-11-2014,28,552,87625,55575.088,Summer,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,56,9.7,1
162,28-12-2015,20,127.16,0.09,Regular Air,Carlos Soltero,Northwest Territories,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,48,Female,e-Shop,Debit Card,19-12-2015,28,9,87625,55575.088,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,56,9.7,1
163,16-11-2016,4,5472.12,0.06,Delivery Truck,Dorothy Badders,Northwest Territories,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,46,Female,e-Shop, Cash,26-09-2016,34,51,86725,17521.09,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,18,8.8,1
